그러시면 주민번호 및 성함 알려주시기 바랍니다.	O O O O O O
360716-3861904, 송광일이에요,	ID_INUM-B SS_NAME-B
무보장악사 생명보험하고한화생명보험에 가입하셨네요	SS_BRAND-B SS_BRAND-B O
팩스로 보내도 되나요?	O O O
네, 64-9008-3898번으로 보내주시기 바랍니다.	O ID_PHONE-B O O
안녕하십니까?	O
흥국생명입니다.	SS_BRAND-B
성함부탁드립니다.	O
장경수입니다	SS_NAME-B
주민번호 눌러주시기 바랍니다.	O O O
051013-3494827입니다.	ID_INUM-B
네 감사합니다	O O
상담원추태환이었습니다	SS_NAME-B
주민번호 눌러주시겠습니까??	O O
631105-4924816입니다.	ID_INUM-B
SGI서울보증사 어플을 통해 업로드 해주시면됩니다	SS_BRAND-B O O O O
주민번호 눌러주시겠습니까??	O O
040619-2453503입니다.	ID_INUM-B
안녕하십니까?	O
BNP파리바카디프손해보험입니다.	SS_BRAND-B
태아때 처브라이프보험과 ABL생명보험에 가입했어요	O SS_BRAND-B SS_BRAND-B O
생년월일을 말해주시겠습니까?	O O
150805입니다	ID_INUM-B
삼성생명 유니버셜보장보험이요.	SS_BRAND-B SS_BRAND-I
그러시면 플레이스토어에서 삼성생명보험 앱 클릭하시고 설치 바랍니다.	O O SS_BRAND-B O O O O
교보라이프플래닛 추지호입니다.	SS_BRAND-B SS_NAME-B
고객님 생년월일 알려주시겠습니까?	O O O
110702입니다	ID_INUM-B
가입시 남겨주신 경남은행계좌로 자동이체 됩니다.	O O SS_BRAND-B O O
팩스번호가 뭐죠?	O O
2069-6871입니다.	ID_PHONE-B
양재동 완산터널 근방이에요	AD_ADDRESS-B AD_DETAIL-B O
혹시 동부화재해상보험로 가입하셨나요?	O SS_BRAND-B O
설승철고객님은 무배당 넘버원 건강보험에 가입되셨네요.	SS_NAME-B O O O O
성함과 생년월일 말해주시겠어요?	O O O
이름은 홍미르이고 000531이요.	O SS_NAME-B ID_INUM-B
수표 분실시 우리은행 고객센터로 신고하시기 바랍니다.	O O SS_BRAND-B O O O
전북은행영업접에서 서면신고하시거나 전화로 신고가능합니다.	SS_BRAND-B O O O
토스뱅크 고객센터로 전화하셔서 신고하신 수 익영업일까지 서면으로 사고신고서를 제출해주셔야 합니다.	SS_BRAND-B O O O O O O O O O
5695-2976로 전화주시면 됩니다.	ID_PHONE-B O O
카드 분실, 도난 시 BC카드 홈페이지 또는 카드 발급사를 통해 신고접수 하실 수 있습니다.	O O O O O O O O O O O O O O
BC카드에서 회원 및 가맹점 등의 귀책사유, 과실의 여부 등을 심사한 후 보상금액을 확정하여 통보해드립니다.	O O O O O O O O O O O O O O
분실도난 사고 신고 번호는 7648-4098입니다.	O O O O ID_PHONE-B
한국스탠다드차타드은행카드 홈페이지에서 하면 되는거죠?	SS_BRAND-B O O O
해외이용 고객센터 번호는 5225-9735입니다.	O O O ID_PHONE-B
현대카드 앱의 Lock&Limit 기능을 이용하시면 타인에 의한 카드 부정 사용을 예방할 수 있습니다.	SS_BRAND-B O O O O O O O O O O O O
0890-5190번으로 문의, 신청해주시면 됩니다.	ID_PHONE-B O O O
중소기업은행 카드 문의 가능하죠?	SS_BRAND-B O O O
유선 연락처좀 알려주세요.	O O O
4832-8890또는 02-5236-5965 문의하시면 됩니다.	ID_PHONE-B ID_PHONE-B O O
해제는 각 금융기관에 문의해주시기 바라며, 수협은 신분증 준비하신 후 영업점 방문해주셔야 합니다.	O O O O O SS_BRAND-B O O O O O O
전북은행 재발급 비용은 토큰형 3천원, 카드형 1만원이며 은행마다 상이한걸로 알고있습니다.	SS_BRAND-B O O O O O O O O O
부산은행 고객센터 접속하셔서 공인인증서 로그인 후 사고/분실 신고하기 코너에서 신청하시면 됩니다.	SS_BRAND-B O O O O O O O O O O
7805-2428으로 전화주시면 됩니다.	ID_PHONE-B O O
우리은행카드 분실신고 어디로 하죠?	SS_BRAND-B O O O
5647-7584 제주은행카드 고객센터 전화하셔서 2번, 8번, 1번 누르시면 분실신고 가능합니다.	ID_PHONE-B SS_BRAND-B O O O O O O O O
해외 분실의 경우 9666-0363-7180번 입니다.	O O O ID_PHONE-B O
카드 사용 이력이 없는데 현대카드라고 하면서 승인 확인요청 문자가 계속와요.	O O O O SS_BRAND-B O O O O O
현대카드는 사고방지센터를 운영하며 회원의 정상 사용 여부를 확인하고 있습니다.	SS_BRAND-B O O O O O O O O
회원 본인 정상사용 여부 회신주시면 안전한 카드 사용을 할 수 있도록 후속조치를 진행합니다.	O O O O O O O O O O O O O
카드부정사용 전문상담센터 번호는 02-3734-3775입니다.	O O O ID_PHONE-B
네 그 외 상담은 평일 영업시간 대표번호인 7764-9279을 이용해주시기 바랍니다.	O O O O O O O ID_PHONE-B O O
기존에 이용중인 삼성카드를 삼성페이 앱에 등록한 경우, 분실신고와 재발급을 동시에 신청하면 삼성페이 예외이용 신청이 가능합니다.	O O SS_BRAND-B SS_BRAND-B O O O O O O O SS_BRAND-B O O O
아뇨. 분실신고 후 7일동안 기존 등록된 카드를 삼성페이로 이용할 수 있습니다.	O O O O O O O SS_BRAND-B O O O
연락처 알려주시겠어요?	O O
7367-3454입니다.	ID_PHONE-B
코스트코 바우처는 유효기간까지 코스트코에서 이용하실 수 있습니다.	SS_BRAND-B O O SS_BRAND-B O O O
성함이랑 생년월일 .	O O O
송진옥이고 생년월일은 311023입니다.	SS_NAME-B O ID_INUM-B
성함이랑 생년월일이 어떻게되시나요?	SS_NAME-B O O
사공홍석이고 580109 생입니다.	O ID_INUM-B O
생년월일은 어떻게 되시나요?	O O O
980901입니다.	ID_INUM-B
네 고객님 성함이랑 주민등록번호 좀 알려주시겠어요?	O O O O O O
이태우 201022-2961502입니다.	SS_NAME-B ID_INUM-B
생년월일과 주민번호 부탁드립니다.	O O O
1955년11월31일, 551131-3751011입니다.	ID_INUM-B ID_INUM-B
추나길이고, 98년 10월 20일이요.	SS_NAME-B ID_INUM-B ID_INUM-I ID_INUM-I
전화번호를 알려주세요.	O O
010-4593-8112입니다.	ID_PHONE-B
고객님 성함과 주민등록번호 앞자리 말씀해주시겠어요?	O O O O O
네 봉나길 이고 740507 입니다	O SS_NAME-B O ID_INUM-B O
고객센터 번호가 뭐예요?	O O O
0608-7116입니다.	ID_PHONE-B
카드번호나 주민번호 알려주시면 조회해보겠습니다.	O O O O
롯데카드이고 번호는 모르겠어요.	ID_CARD-B O O
주민번호는 350329-4366959 입니다.	O ID_INUM-B O
네 조회해보겠습니다.	O O
경남은행 체크카드가 있습니다.	SS_BRAND-B O O
맞으신가요?	O
성함과 주민번호를 말씀해 주세요	O O O O
송우현 이고 7706223721277 입니다.	SS_NAME-B O O ID_INUM-B
저희 부산은행에 방문해 주셔야 합니다.	O SS_BRAND-B O O O
전화번호가 뭔가요?	O O
016-1379-6588입니다.	ID_PHONE-B
우리은행금융지원센터가 경남은행 인가요?	SS_BRAND-B SS_BRAND-B O
광주은행금융지원센터요?	SS_BRAND-B
네 대출안내 문자가 왔는데 중소기업은행금융지원센터라고 해서요.	O O O O SS_BRAND-B O
네 고객님 전북은행금융지원센터는 한국산업은행이 아닙니다.	O O SS_BRAND-B SS_BRAND-B O
카카오뱅크 아닌가요?	SS_BRAND-B O
네 가입자분 성함이랑 생년월일 .	O O O O O
사공영숙이고 560504입니다.	SS_NAME-B ID_INUM-B
직장주소 .	O O
충청북도 영동군 심천면 길동길 헌화빌딩 3층입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I
생년월일 부탁드립니다	O O
47년 11월 10일 입니다.	ID_INUM-B ID_INUM-I ID_INUM-I O
6039-8972번입니다	ID_PHONE-B
콜센터 번호 좀 알려주실 수 있을까요?	O O O O O O
1576-7808으로 문의주시면 됩니다.	ID_PHONE-B O O
악사손해보험 고객콜센터 5402-4830로 접수하시면 됩니다.	SS_BRAND-B O ID_PHONE-B O O
DB생명보험 고객콜센터 0778-0923로 접수하시면 됩니다.	SS_BRAND-B O ID_PHONE-B O O
팩스번호알려주실수있나요?	O
018-565-8610입니다	ID_PHONE-B
팩스번호를 알 수 있을까요?	O O O O
010-7383-6619로 보내주시면 됩니다.	ID_PHONE-B O O
주소지는 더플래티넘아파트 105동 203호로 보내주세요.	O AD_DETAIL-B O O O
전화번호를 알려주세요.	O O
0858-505-0885로 전화하셔서 상담원 연결 하신 후 임시카드 발급한다고 말씀하시면 됩니다.	ID_PHONE-B O O O O O O O O O
신청은 글로벌 고객센터로 전화하셔서 진행하셔야 합니다.	O O O O O O
받으시려면 한 곳에 3일 이상은 머물러야 받으실 수 있습니다.	O O O O O O O O O
001-852-500-9473입니다.	ID_CARD-B
임시카드라도 재발급 하시는거라 기존의 카드는 찾으셨다고 하셔도 사용이 안됩니다.	O O O O O O O O O
8176-6653로 전화하셔서 임시카드 발급 신청하시면 됩니다.	ID_PHONE-B O O O O O
남편 핸드폰으로 남겨주세요.	O O O
번호는 010-5451-7990입니다.	O ID_PHONE-B
1472-2165-0020로 팩스 보내주실수 있나요?	ID_PHONE-B O O O
네 02-894-2696 로 보내주시면 처리 도와드리겠습니다.	O ID_PHONE-B O O O O
팩스번호 알려주실래요?	O O
고객님 629-4222입니다.	O ID_PHONE-B
먼저 본인확인을 위해 고객님의 성함과 생년월일 말씀해 주시겠습니까?	O O O O O O O O
백선숙이구요.	SS_NAME-B
3800643입니다.	ID_INUM-B
현재 고객님이 계신 위치가 어디시죠?	O O O O O
지금 장림1동 위브아파트 지하주차장이에요.	O AD_ADDRESS-B AD_DETAIL-B O
주민등록번호는 어떻게 되시나요?	O O O
940406-2750448입니다.	ID_INUM-B
걱정하지않으셔도 되시는게 고속도로에서 사고가 나셨을때는 한국도로공사 2504 견인서비스를 이용하실 수 있습니다.	O O O O O O ID_PHONE-B O O O O
성함과 주민등록번호 말씀해주시겠습니까?	O O O
안윤숙이구요.	SS_NAME-B
640209-4779262이에요.	ID_INUM-B
악사손해보험사는 1580-2736입니다	SS_BRAND-B ID_PHONE-B
푸르덴셜생명보험회사의 팩스 번호는 010-2810-5177입니다.	SS_BRAND-B O O ID_PHONE-B
본인확인을 위해서 주민번호 좀 알려주십시오	O O O O O
410121-2696928입니다.	ID_INUM-B
성함과 주민등록번호 말씀해주시겠습니까?	O O O
임창호이구요.	SS_NAME-B
011119-2470050이에요.	ID_INUM-B
주민번호 앞 6자리 어떻게 되세요?	O O O O O
네 350729입니다.	O ID_INUM-B
출생월일 6자리 어떻게 되십니까?	O O O O
저의 생년월일은 620705이에요.	O O ID_INUM-B
고객님 주소가 어떻게 되시나요?	O O O O
부사광역시 남구 동서로 서희스타힐스아파트 1291호 입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I O
고객님 주민버호 뒷자리는 어떻게 되나요?	O O O O O
2300103입니다.	ID_INUM-B
광주광역시 중구 성산로 래미안아파트 805동 8914호 입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I O
주민등록번호 앞자리 6자리 불러주세요	O O O O
3436138입니다.	ID_INUM-B
고객님 주소가 광주광역시 일곡동 다음주소가 어떻게되십니까?	O O AD_ADDRESS-B AD_ADDRESS-I O O
하늘채아파트 679동 1745호 입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I O
주민등록번호 앞자리 6자리 불러주세요	O O O O
4846568입니다.	ID_INUM-B
현재 주소지는 어떻게 될까요?	O O O O
부산광역시 중구 내손1동 새벽시장로 푸르지오아파트 246동5720호 입니다	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I O
고객님 주소가 경주시안강동 다음 어떻게되시죠?	O O AD_ADDRESS-B O O
스위첸아파트 528동5813호입니다.	AD_DETAIL-B AD_DETAIL-I
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
3511311입니다.	ID_INUM-B
고객님 주민등록 번호는요?	O O O
520921-3517552입니다.	ID_INUM-B
저의 생년월일은 350125이에요.	O O ID_INUM-B
출생월일 6자리 어떻게 되십니까?	O O O O
저의 생년월일은 130903이에요.	O O ID_INUM-B
고객님 출생월일 6자리 어떻게 되십니까?	O O O O O
저의 생년월일은 630430이에요.	O O ID_INUM-B
마지막으로 고객님 현재 사시는 주소 한번 불러 주시겠습니까?	O O O O O O O O
인천광역시 부평구 십정로 호반베르디움아파트 313동 3012호 입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I O
생년월일은 어떻게 되시지요?	O O O
1990년08월16일입니다	ID_INUM-B
가능하십니다.	O
직통전화번호 안내 도와드리겠습니다	O O O
02-1192-9384 류희주팀장님 이십니다.	ID_PHONE-B SS_NAME-B O
이름은 오범철이고 주민번호는 3203092376190이에요	SS_NAME-B O O ID_INUM-B
고객님 주소지는요?	O O
부산광역시 동래구 명안로 동문굿모닝힐아파트 1638호 입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I O
010-4268-8724 입니다	ID_PHONE-B O
이름은조홍식, 연락처는 02-1553-3198입니다	SS_NAME-B O ID_PHONE-B
010-8998-0093입니다.	ID_PHONE-B
011-5669-5040입니다.	ID_PHONE-B
010-0021-1951입니다.	ID_PHONE-B
017-7050-5969인데요	ID_PHONE-B
010-5695-9122	ID_PHONE-B
고객님의 핸드폰번호가 010-2129-4574맞으신가요?	O O ID_PHONE-B
네 보험 청구하실 때 3140-6422로 전화주시면 바로 FAX 보내드리겠습니다.	O O O O ID_PHONE-B O O O O
이름은 황보광호, 생년월일은 1980년 11월 26일 입니다.	O SS_NAME-B O ID_INUM-B ID_INUM-I ID_INUM-I O
017-9196-8985이고요	ID_PHONE-B
010-8113-5790	ID_PHONE-B
010-2696-9587 입니다.	ID_PHONE-B O
010-6234-9388입니다.	ID_PHONE-B
네 부산은행으로 안내해주세요.	O SS_BRAND-B O
대구은행 642-42-254132으로 30만원 입금해주시면 되세요.	SS_BRAND-B ID_ACCOUNT-B O O O
고객님의 휴대폰 번호는 011-8415-6312맞나요?	O O O ID_PHONE-B
1894-5609로 전화를 하시면 전문상담사가 상세히 안내를 해드릴겁니다.	ID_PHONE-B O O O O O O
02-1787-6075입니다.	ID_PHONE-B
6143-2043입니다.	ID_PHONE-B
카드번호는 8890-4832-5236-5965 비밀번호는 8920입니다.	O ID_CARD-B O O
성함이 권정아이구요 20년 10월 06일생 이십니다.	O SS_NAME-B ID_INUM-B ID_INUM-I ID_INUM-I O
제 이름은 장태원이구요.	O O SS_NAME-B
네 우선 경찰에 접수를 하시고 안전한 곳에서 대기 해주십시요.	O O O O O O O O O
저희 전문 상담사가 고객님 계신곳으로 출동하였습니다.	O O O O O O
5195-8502으로 전화가 오면 받아 주십시요.	ID_PHONE-B O O O O
여기는 현대라이프생명 콜센터입니다	O SS_BRAND-B O
연제지점의 전화번호는 283-8064입니다.	AD_DETAIL-B O ID_PHONE-B
"홈페이지 하단 ""휴면보험금"" 버튼을 통해 생명보험협회로 연결되어 휴면보험금을 확인하실 수 있습니다.	O O O O O O O O O O O
- 콜센터 (9771-6581)로 전화하시면 본인 확인 후 안내해 드립니다. "	O O ID_PHONE-B O O O O O O O
콜센터 (2396-2022)로 전화하시면 본인 확인 후 안내해 드립니다.	O ID_PHONE-B O O O O O O
연결해드릴까요?	O
010-536-0406으로 전화신청하시면 됩니다	ID_PHONE-B O O
전북은행손해보험에 농작물피해보험에 가입하신 내역이 있으신가요?	SS_BRAND-B O O O O
저번에 카카오뱅크에서 점검하고 갔는데 13%정도 된다 하더라고요.	O SS_BRAND-B O O O O O
네 고객님이 가입하신 신한은행생명 태아보험은 통원치료로 1회당 1만원 지급되는데 반드시 질병코드에 해당되는 것만 가능합니다.	O O O SS_BRAND-B O O O O O O O O O O
손은주고 주민번호는 3605174456330입니다.	SS_NAME-B O ID_INUM-B
표진성고 주민번호는 691225입니다.	SS_NAME-B O ID_INUM-B
주소는 경상북도 경주시 감포읍 감포로11길 505호입니다.	O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B
중소기업은행 97759873입니다.	SS_BRAND-B ID_ACCOUNT-B
풍철정고 주민번호는 5111053175376입니다.	SS_NAME-B O ID_INUM-B
이름은 봉우진, 전화번호는 010-1909-4899입니다.	O SS_NAME-B O ID_PHONE-B
이름은 추세훈, 전화번호는 010-1345-0724입니다.	O SS_NAME-B O ID_PHONE-B
이름은 김재경, 전화번호는 010-9725-7938입니다.	O SS_NAME-B O ID_PHONE-B
이름은 정성근, 전화번호는 019-7789-4940입니다.	O SS_NAME-B O ID_PHONE-B
이름은 양정희, 전화번호는 019-3960-5555입니다.	O SS_NAME-B O ID_PHONE-B
이름은 박창수, 전화번호는 017-7438-8717입니다.	O SS_NAME-B O ID_PHONE-B
이름은 풍진태, 전화번호는 010-3541-9769입니다.	O SS_NAME-B O ID_PHONE-B
이름은 정은성, 010-2582-5304입니다.	O SS_NAME-B ID_PHONE-B
이름은 신광희, 010-9639-1441입니다.	O SS_NAME-B ID_PHONE-B
이름은 풍주현, 016-6810-8323입니다.	O SS_NAME-B ID_PHONE-B
이름은 정병호, 010-2531-3506입니다.	O SS_NAME-B ID_PHONE-B
이름은 노경혜, 010-2290-9487입니다.	O SS_NAME-B ID_PHONE-B
자동차사고접수는 AIG손해보험 고객콜센터(0028-2951)를 통해 접수하실 수 있습니다.	O SS_BRAND-B ID_PHONE-B O O O O
고객콜센터 (1809-8052) 전화 하셔서 ARS 1번을 누르면 언제든지 사고접수 및 상담 가능합니다.	O ID_PHONE-B O O O O O O O O O O
MG손해험 콜센터(4854-1942)로 연락을 주시면, 상담직원이 사고접수를 진행해 드립니다.	SS_BRAND-B ID_PHONE-B O O O O O O
담당자를 정확히 모르실 경우에는 홈페이지 및 동양생명보험 고객콜센터(6079-1943)로 연락하시면담당자와 연락처를 확인하실 수 있습니다.	O O O O O O SS_BRAND-B ID_PHONE-B O O O O O
SKT 핸드폰보험(스마트세이프플러스50/40/20) 보상문의 및 사고접수는 SKT 고객센터(7553-7938)를 통해 처리하실 수 있습니다.	SS_BRAND-B O O O O SS_BRAND-B ID_PHONE-B O O O O
KT 단말기보험(쇼폰케어보험) 보상문의 및 사고접수는 KT 고객센터(2763-6066)를 통해 처리 하실 수 있습니다.	SS_BRAND-B O O O O SS_BRAND-B ID_PHONE-B O O O O O
삼성전자 휴대폰파손보험(모바일기기보험) 보상문의 및 사고접수는교보라이프플래닛보험 모바일기기보험 콜센터(1697-0359)를 통해 처리하실 수 있습니다.	SS_BRAND-B O O O SS_BRAND-B O ID_PHONE-B O O O O
